Date,Electricity_Coal,Electricity_Natural_Gas,Electricity_Nuclear,Electricity_Other_Gas,Electricity_Petroleum,Energy_Wood,Electricity_Hydroelectric,Electricity_Geothermal,Electricity_Solar,Electricity_Waste,Electricity_Wind,Renewable,Non_Renewable
2011-01-01,170802.679,74254.334,72742.813,929.788,3457.108,3289.926,25531.094,1346.945,39.782,1514.838,8550.495,36983.154,325476.648
2011-02-01,138311.157,65923.983,64789.078,807.475,2434.16,2937.029,24131.226,1215.006,85.299,1426.672,10451.562,37309.765,275202.882
2011-03-01,134845.231,65947.12,65661.598,945.344,2692.463,3080.551,31134.471,1337.484,122.3,1565.031,10544.646,44703.932,273172.307
2011-04-01,124488.257,70028.999,54547.338,917.536,2423.777,2797.961,31194.307,1239.063,164.006,1502.544,12421.657,46521.577,255203.868
2011-05-01,137101.565,75242.797,57012.914,874.641,2378.474,2794.342,32586.926,1317.548,190.669,1563.179,11772.161,47430.483,275404.733
2011-06-01,158055.213,90691.112,65270.134,1012.788,2593.715,3230.061,32151.214,1214.562,222.773,1631.657,10985.069,46205.275,320853.023
2011-07-01,176585.82,119623.591,72344.85,1098.043,3154.067,3361.934,31284.635,1269.04,191.102,1689.74,7488.629,41923.146,376168.305
2011-08-01,171280.534,119855.793,71338.566,1087.147,2594.309,3383.756,25763.578,1274.632,229.163,1692.393,7473.594,36433.36,369540.105
2011-09-01,140941.149,91739.07,66848.854,1004.496,2423.86,3178.464,21377.592,1225.547,185.72,1589.088,6869.029,31246.976,306135.893
2011-10-01,126626.973,78819.207,63336.97,941.066,2062.076,2953.911,19787.39,1280.628,158.86,1630.97,10525.429,33383.277,274740.203
2011-11-01,121462.711,75441.298,64473.88,942.856,1782.601,3087.888,20680.527,1271.218,107.37,1684.402,12438.553,36182.07,267191.234
2011-12-01,132928.716,86121.626,71837.372,1005.019,2185.635,3353.243,23731.944,1324.395,120.654,1731.249,10655.775,37564.017,297431.611
2012-01-01,129090.99,90760.884,72381.186,1016.599,2477.158,3313.682,23107.181,1263.252,95.32,1601.15,13632.395,39699.298,299040.499
2012-02-01,113872.047,90609.782,63847.023,1044.233,1901.745,3111.455,20283.421,1193.33,135.24,1503.968,11051.982,34167.941,274386.285
2012-03-01,105525.547,92250.653,61728.613,1076.272,1541.354,3033.985,25908.537,1285.149,231.228,1623.477,14026.442,43074.833,265156.424
2012-04-01,96285.441,94828.596,55870.931,1057.215,1503.233,2703.907,26294.124,1248.299,318.723,1583.228,12709.239,42153.613,252249.323
2012-05-01,115982.647,107351.812,62081.445,1002.136,1729.816,2937.316,28642.515,1303.996,462.597,1653.687,12540.523,44603.318,291085.172
2012-06-01,131261.036,115597.503,65140.085,972.41,2067.697,3081.189,26658.751,1277.48,527.068,1611.538,11972.304,42047.141,318119.92
2012-07-01,160450.263,138862.85,69129.329,1042.026,2339.699,3351.847,26491.28,1320.648,509.51,1721.233,8821.542,38864.213,375176.014
2012-08-01,152181.055,131735.864,69602.111,1049.94,2117.982,3370.279,23034.015,1303.839,461.411,1725.555,8468.912,34993.732,360057.231
2012-09-01,125588.608,108012.301,64510.882,903.67,1860.197,3227.466,17603.73,1299.983,458.103,1626.094,8789.666,29777.576,304103.124
2012-10-01,120999.339,91725.371,59743.218,894.958,1805.124,3112.879,16500.61,1329.149,431.427,1715.799,12635.641,32612.626,278280.889
2012-11-01,128727.066,80169.461,56712.757,875.495,1809.861,3190.3,18732.352,1347.052,347.276,1684.004,11648.59,33759.274,271484.94
2012-12-01,134078.908,83989.097,68583.669,962.63,2035.674,3364.827,22983.707,1390.249,348.772,1773.304,14524.467,41020.499,293014.805
2013-01-01,138104.821,88559.05,71405.817,1143.596,2774.72,3399.749,24828.528,1381.88,309.824,1688.273,14738.504,42947.009,305387.753
2013-02-01,123546.805,80283.074,61483.385,968.226,1997.086,3083.028,20418.465,1236.235,432.643,1502.89,14075.591,37665.824,271361.604
2013-03-01,130633.56,84725.259,62947.389,1070.052,1997.037,3299.772,20534.358,1378.216,619.399,1757.147,15755.653,40044.773,284673.069
2013-04-01,111834.683,78036.432,56766.882,1019.726,1885.463,2863.139,25097.105,1274.158,666.739,1680.538,17476.274,46194.814,252406.325
2013-05-01,119512.5,83815.592,62848.155,1087.94,2411.588,3173.934,28450.094,1307.711,752.707,1781.204,16238.702,48530.418,272849.709
2013-06-01,138283.216,99615.064,66429.69,1047.531,2342.07,3330.231,27384.067,1278.254,870.685,1726.958,13748.106,45008.07,311047.802
2013-07-01,152866.853,120770.981,70539.238,1148.253,2812.306,3536.197,27254.572,1336.882,828.847,1797.266,11093.614,42311.181,351673.828
2013-08-01,149426.053,121156.397,71344.379,1143.066,2448.499,3634.034,21633.316,1322.436,944.092,1847.46,9633.884,35381.188,349152.428
2013-09-01,133110.437,102063.233,65798.971,1086.627,2186.182,3353.389,16961.152,1299.3,948.779,1715.768,11674.081,32599.08,307598.839
2013-10-01,120996.393,88587.402,63183.533,1071.518,2018.436,3340.975,17198.594,1363.499,987.533,1730.517,13635.018,34915.161,279198.257
2013-11-01,120939.73,84286.785,64975.456,1060.373,1839.734,3407.005,17676.834,1230.481,824.352,1765.37,15803.26,37300.297,276509.083
2013-12-01,141859.665,92936.291,71293.578,1006.028,2451.324,3606.085,21128.299,1365.619,850.021,1837.098,13967.059,39148.096,313152.971
2014-01-01,157097.369,91062.482,73162.609,932.863,7071.556,3626.348,21633.795,1355.016,751.119,1849.523,17911.214,43500.667,332953.227
2014-02-01,143294.487,75945.21,62638.95,817.236,2762.805,3264.603,17396.129,1206.13,834.992,1686.438,14008.66,35132.349,288723.291
2014-03-01,136442.601,78154.341,62397.08,865.6,3187.887,3609.094,24257.129,1337.666,1317.094,1850.942,17735.883,46498.714,284656.603
2014-04-01,109280.592,76784.849,56384.588,854.188,1753.197,3230.046,25439.907,1313.535,1487.097,1809.578,18635.549,48685.666,248287.46
2014-05-01,118785.801,89120.783,62947.43,944.397,2043.959,3289.759,26543.885,1332.361,1749.655,1849.164,15601.367,47076.432,277132.129
2014-06-01,137576.922,98469.556,68138.232,968.675,2020.594,3622.271,25743.878,1293.375,1923.326,1826.34,15798.817,46585.736,310796.25
2014-07-01,149627.058,115083.446,71940.126,1068.642,2042.143,3807.424,24357.402,1319.572,1787.699,1942.098,12187.392,41594.163,343568.839
2014-08-01,148451.623,122350.005,71128.746,1135.134,2050.309,3761.241,19807.247,1329.209,1879.482,1880.356,10170.521,35066.815,348877.058
2014-09-01,126110.385,106583.68,67534.5,1126.369,1948.466,3462.226,16074.327,1307.519,1832.261,1771.584,11519.768,32505.459,306765.626
2014-10-01,111295.958,97684.697,62390.988,1082.258,1517.731,3422.229,17159.212,1345.091,1716.923,1726.276,14507.931,36455.433,277393.861
2014-11-01,119127.439,84355.857,65140.185,1073.455,1738.049,3507.919,18624.923,1362.469,1379.64,1690.518,18866.929,41924.479,274942.904
2014-12-01,124620.116,91040.21,73362.548,1152.97,2095.166,3736.565,22328.789,1374.999,1031.744,1766.901,14711.249,41213.682,296007.575
2015-01-01,132450.521,101690.973,74269.974,1246.343,2972.967,3716.868,24138.384,1361.915,1155.351,1724.77,15162.146,43542.566,316347.646
2015-02-01,126976.832,91440.169,63461.493,1024.98,6320.621,3371.942,22286.076,1260.099,1483.554,1524.176,14921.545,41475.45,292596.037
2015-03-01,108487.539,99550.145,64546.799,1090.601,1778.491,3456.839,24280.905,1393.994,2072.257,1712.288,15307.929,44767.373,278910.414
2015-04-01,88989.143,92855.546,59784.495,979.333,1727.682,3246.405,22470.977,1272.428,2379.118,1729.256,17867.149,45718.928,247582.604
2015-05-01,104584.527,101624.698,65826.525,1098.725,1938.775,3337.808,20125.416,1390.151,2504.149,1798.756,17151.341,42969.813,278411.058
2015-06-01,125673.114,121567.811,68516.165,1117.609,1860.497,3496.103,20414.084,1301.608,2557.598,1784.078,13421.266,39478.634,322231.299
2015-07-01,139099.869,141241.246,71412.176,1235.443,2304.18,3806.479,21014.221,1356.727,2627.064,1988.778,13675.449,40662.239,359099.393
2015-08-01,134670.309,139215.885,72415.352,1195.578,2133.207,3788.241,19122.105,1344.143,2687.553,1921.428,13080.028,38155.257,353418.572
2015-09-01,117985.632,123110.831,66476.372,1210.12,2034.306,3450.341,16094.122,1202.861,2217.124,1805.487,13971.567,35291.161,314267.602
2015-10-01,96758.504,110109.753,60570.921,906.478,1771.192,3252.216,16630.402,1323.032,1909.58,1843.156,16380.039,38086.209,273369.064
2015-11-01,87227.136,102368.842,60263.941,901.669,1709.888,3417.873,19337.831,1333.628,1729.661,1901.943,19681.716,43984.779,255889.349
2015-12-01,89495.073,109892.103,69633.664,1109.818,1696.944,3587.391,23165.562,1376.988,1569.895,1969.256,20098.373,48180.074,275414.993
2016-01-01,113459.38,110043.747,72524.775,1194.85,2361.453,3600.264,25614.542,1332.006,1485.802,1794.55,18466.402,48693.302,303184.469
2016-02-01,92704.808,98688.199,65638.141,1061.558,2209.303,3406.39,24139.015,1243.384,2241.563,1708.303,20138.228,49470.493,263708.399
2016-03-01,72172.527,103933.123,66148.894,1197.353,1801.055,3402.833,27389.877,1315.159,2617.452,1809.218,21939.409,55071.115,248655.785
2016-04-01,72112.862,98973.799,62731.845,1132.001,1839.05,2967.005,25878.029,1208.97,2879.682,1811.485,20799.303,52577.469,239756.562
2016-05-01,81694.51,110518.533,66576.493,1053.317,1958.154,3187.128,25486.381,1341.84,3425.183,1909.011,18847.899,51010.314,264988.135
2016-06-01,116034.384,131522.997,67175.324,1043.219,1976.789,3413.563,23236.867,1251.393,3473.498,1794.466,16303.441,46059.665,321166.276
2016-07-01,136316.434,151716.164,70349.347,1076.852,2321.549,3657.698,21455.321,1311.215,3944.793,1840.408,17618.357,46170.094,365438.044
2016-08-01,135634.733,154926.025,71526.405,1063.922,2335.463,3722.236,19569.549,1324.264,3969.186,1860.309,13589.326,40312.634,369208.784
2016-09-01,114137.768,125683.451,65448.176,1020.329,1926.135,3407.358,16367.684,1326.676,3635.069,1756.636,16403.64,39489.705,311623.217
2016-10-01,99193.944,102897.986,60733.343,913.244,1571.377,3176.083,17338.857,1353.167,3191.224,1693.104,20335.39,43911.742,268485.977
2016-11-01,86940.462,93950.833,65178.776,1013.326,1869.072,3391.222,18808.265,1363.85,2767.144,1891.249,19405.642,44236.15,252343.691
2016-12-01,118746.842,96416.065,71662.429,1037.462,2035.406,3615.449,22527.765,1453.884,2423.523,1944.492,23145.525,51495.189,293513.653
2017-01-01,115332.808,95661.247,73120.612,1046.564,2045.775,3502.178,26627.881,1406.967,2323.986,1897.391,20798.771,53054.996,290709.184
2017-02-01,86822.19,82836.975,63560.371,977.644,1591.883,3185.521,23881.765,1238.872,2751.199,1697.118,22091.109,51660.063,238974.584
2017-03-01,89364.62,95214.2,65093.2,1060.248,1655.495,3455.802,29613.195,1387.185,4514.085,1847.569,25730.617,63092.651,255843.565
2017-04-01,81335.313,88562.37,56743.352,1001.36,1290.668,3146.376,29409.466,1341.221,4906.678,1741.69,25377.943,62776.998,232079.439
2017-05-01,92776.541,98074.116,61312.753,1055.752,1816.995,3188.454,32607.115,1301.858,5785.027,1849.796,23067.639,64611.435,258224.611
2017-06-01,107508.322,117351.493,67010.782,992.976,1892.864,3437.011,30575.296,1283.75,6115.379,1796.52,20141.747,59912.692,298193.448
2017-07-01,127697.82,147041.803,71314.219,1047.488,1809.594,3702.896,26598.247,1372.704,5569.106,1823.779,16119.996,51483.832,352613.82
2017-08-01,119488.385,141307.828,72384.218,1133.26,1733.107,3750.568,22033.856,1362.996,5368.537,1824.891,13878.848,44469.128,339797.366
2017-09-01,98202.046,118131.705,68097.918,1059.443,1643.037,3291.751,19151.755,1331.503,5059.441,1702.546,17911.775,45157.02,290425.9
2017-10-01,89775.524,106895.199,65994.785,998.167,1545.345,3303.263,17698.179,1214.124,4649.673,1727.853,24368.703,49658.532,268512.283
2017-11-01,90986.339,95072.307,66617.853,1001.041,1669.858,3426.085,19888.334,1304.684,3208.749,1804.841,22614.867,48821.475,258773.483
2017-12-01,106545.367,111553.286,73699.572,1095.024,2695.323,3733.613,22247.842,1380.91,3035.005,1895.898,22200.681,50760.336,299322.185
2018-01-01,119284.115,110441.982,74649.04,1096.622,6519.897,3685.99,25064.077,1341.307,3318.975,1816.607,25598.822,57139.788,315677.646
2018-02-01,82050.182,98675.286,64790.03,1092.121,1557.634,3234.951,24902.258,1274.093,3896.414,1716.064,23189.489,54978.318,251400.204
2018-03-01,80625.663,106742.016,67032.656,1158.37,1471.84,3547.442,25860.604,1366.753,5056.238,1821.764,26463.704,60569.063,260577.987
2018-04-01,73346.006,98671.585,59133.155,1098.511,1538.279,3101.87,28115.155,1187.937,6056.727,1725.698,26430.857,63516.374,236889.406
2018-05-01,85227.3,115564.638,67320.248,1167.264,1556.805,3351.715,30444.284,1382.62,6849.012,1731.562,23953.128,64360.606,274187.97
2018-06-01,101503.427,131085.723,69687.556,1091.26,1900.568,3470.749,27597.488,1299.835,7414.667,1719.995,24702.856,62734.841,308739.283
2018-07-01,115376.376,165075.426,72456.009,1171.62,1901.008,3749.456,25099.529,1369.611,6754.876,1750.031,16446.574,51420.621,359729.895
2018-08-01,115129.456,162000.634,72282.467,1301.002,1926.706,3629.802,22016.905,1367.055,6695.408,1757.519,19846.437,51683.324,356270.067
2018-09-01,96543.992,142085.186,64724.753,1104.358,1854.029,3280.616,19165.621,1327.908,5960.901,1589.557,18519.671,46563.658,309592.934
2018-10-01,87263.627,123280.446,59396.905,1016.002,1576.709,3215.944,19548.191,1273.09,4969.691,1743.386,21193.898,48728.256,275749.633
2018-11-01,92818.594,108265.012,63954.37,1045.119,1661.133,3263.571,21912.716,1330.844,3742.765,1724.295,22015.734,50726.354,271007.799
2018-12-01,100318.6,109955.097,71657.288,1120.499,1761.02,3404.054,22797.161,1446.081,3109.64,1799.287,24306.284,53458.453,288216.558
2019-01-01,100904.704,121808.277,73700.844,1024.676,2212.757,3465.284,24797.808,1389.937,3580.208,1672.248,24301.45,55741.651,303116.542
2019-02-01,79929.409,112397.159,64714.894,947.634,1506.804,3042.253,22880.538,1292.578,3835.773,1497.71,22622.753,52129.352,262538.153
2019-03-01,78351.62,116059.146,65079.691,1085.548,1390.094,3216.638,26333.985,1422.499,5898.626,1624.593,25772.678,61052.381,265182.737
2019-04-01,59922.46,104348.632,60580.927,947.682,1182.627,2807.175,27820.177,1254.003,6752.276,1509.57,28915.306,66251.332,229789.503
2019-05-01,71884.625,117296.649,67123.546,1054.012,1673.947,3050.619,31982.042,1341.836,7161.897,1563.806,25779.387,67828.968,262083.398
2019-06-01,78539.504,138087.419,68804.879,1009.041,1519.476,3158.713,28077.763,1328.263,7971.093,1581.342,22445.97,61404.431,291119.032
2019-07-01,100770.785,172281.645,72198.595,1185.362,1794.767,3498.409,24875.398,1375.36,8132.641,1616.881,22100.722,58101.002,351729.563
2019-08-01,94039.706,175270.248,71910.684,1147.351,1731.224,3538.62,22578.668,1393.152,7876.554,1635.717,19978.031,53462.122,347637.833
2019-09-01,85706.692,149938.132,66063.58,1111.97,1503.848,3210.845,18525.76,1367.612,6817.22,1529.597,24513.468,52753.657,307535.067
2019-10-01,66777.231,131113.378,62032.622,923.964,1141.813,3062.939,18305.813,1141.052,6093.466,1573.394,27624.519,54738.244,265051.947
2019-11-01,75549.339,117958.726,64125.425,1046.536,1232.342,3136.843,20217.597,983.532,4363.993,1525.457,25184.359,52274.938,263049.211
2019-12-01,72580.736,131973.428,73073.575,1107.318,1451.045,3355.044,21478.181,1182.894,3453.075,1633.256,26643.84,54391.246,283541.146
2020-01-01,65139.759,136083.78,74169.646,1155.423,1548.373,3326.081,24497.857,1147.531,4458.877,1654.169,28121.411,59879.845,281423.062
2020-02-01,56201.468,128017.928,65910.574,1152.064,1289.149,3119.953,25868.062,1230.178,5561.409,1512.221,29110.495,63282.365,255691.136
2020-03-01,50730.628,126186.58,63997.21,1047.384,1395.139,3170.138,23823.017,1465.168,6349.645,1646.54,29319.783,62604.153,246527.079
2020-04-01,40675.202,110563.815,59170.016,802.062,1239.419,2843.801,23194.355,1378.947,7920.729,1557.601,29752.229,63803.861,215294.315
2020-05-01,46526.626,117185.646,64337.97,884.258,1301.418,2918.802,29976.161,1362.269,9653.406,1589.522,28377.505,70958.863,233154.72
2020-06-01,65283.17,143055.423,67205.083,866.538,1618.276,2822.908,27999.384,1274.121,9654.006,1456.396,30212.405,70596.312,280851.398
2020-07-01,89709.483,181568.064,69385.44,937.327,1751.327,3022.18,26741.779,1331.287,10609.773,1541.453,22866.198,63090.49,346373.821
2020-08-01,91145.411,173644.417,68982.187,1093.539,1674.322,3159.941,23283.558,1323.024,9315.422,1560.81,23029.332,58512.146,339699.817
2020-09-01,68406.745,141397.455,65727.317,1012.924,1194.016,2895.426,18678.81,1288.005,7732.322,1482.879,23185.978,52367.994,280633.883
2020-10-01,59804.589,131412.579,59362.465,917.747,1227.145,2840.222,18810.406,1287.561,7085.185,1489.002,28822.663,57494.817,255564.747
2020-11-01,61182.186,109810.78,61759.977,949.818,1411.539,2951.334,20892.659,1398.789,5766.519,1452.646,33129.405,62640.018,238065.634
2020-12-01,78587.629,127863.172,69870.978,999.396,1690.894,3148.157,21507.847,1402.816,5091.423,1549.434,32010.645,61562.165,282160.226
2021-01-01,81482.641,125959.747,71732.463,1077.427,1602.822,3272.554,25813.97,1371.889,5725.537,1624.068,30452.092,64987.556,285127.654
2021-02-01,87848.523,111110.664,62954.16,845.947,2407.593,2916.557,21623.758,1314.525,6412.561,1424.519,26869.783,57645.146,268083.444
2021-03-01,62036.593,106565.144,63708.238,854.069,1435.501,3207.431,21573.593,1248.749,9271.77,1614.621,39943.709,73652.442,237806.976
2021-04-01,53989.196,106920.249,57092.024,854.562,1145.195,2713.884,19201.097,1294.629,10830.054,1520.038,36178.956,69024.774,222715.11
2021-05-01,63900.307,114131.496,63394.115,885.752,1312.431,3077.469,22794.735,1366.222,12292.156,1567.037,33555.413,71575.563,246701.57
2021-06-01,87356.08,148842.629,66070.373,931.565,1306.498,3174.491,24075.398,1413.832,11841.059,1505.026,26610.566,65445.881,307681.636
2021-07-01,101600.32,169662.613,68831.593,1009.711,1511.515,3280.248,22113.131,1395.129,11914.745,1527.797,21539.597,58490.399,345896
2021-08-01,101922.575,172859.149,69471.331,1027.529,1916.37,3369.662,20954.301,1362.384,11812.901,1508.937,26782.805,62421.328,350566.616
2021-09-01,78890.836,138061.58,64483.543,981.527,1546.441,3100.997,17966.371,1358.916,11106.288,1483.442,28676.032,60591.049,287064.924
2021-10-01,62613.554,131489.744,56944.505,1048.409,1498,3010.271,17998.995,1310.476,9242.512,1489.528,32440.078,62481.589,256604.483
2021-11-01,57159.849,122458.121,62749.318,877.322,1622.572,2857.918,20459.863,1346.98,7873.778,1446.089,36042.635,67169.345,247725.1
2021-12-01,59878.052,127168.673,70719.837,889.284,1476.845,3188.972,25649.675,1454.154,6354.878,1597.551,40675.582,75731.84,263321.663
2022-01-01,87505.587,136317.103,70576.875,971.401,3784.942,3084.085,27016.979,1499.622,8003.896,1488.615,38193.633,76202.745,302239.993
2022-02-01,70761.756,115615.259,61861.903,832.322,1604.619,2991.538,23669.921,1250.063,9202.56,1336.161,38162.282,73620.987,253667.397
2022-03-01,60767.67,112002.542,63153.701,894.172,1422.594,3020.778,26139.444,1326.45,11890.566,1449.529,43230.383,84036.372,241261.457
2022-04-01,55056.19,105934.05,55289.54,903.778,1237.486,2733.715,20194.347,1276.166,13484.08,1364.032,46217.243,82535.868,221154.759
2022-05-01,62288.238,127926.186,63381.624,1050.266,1524.488,3073.482,23951.821,1336.218,15151.118,1440.366,41891.907,83771.43,259244.284
2022-06-01,73202.184,155406.346,65663.341,836.828,1573.751,3260.665,26976.824,1339.986,15916.899,1456.217,33689.194,79379.12,299943.115
2022-07-01,86325.786,189604.353,68856.919,1121.965,1404.43,3498.719,25762.307,1409.581,15651.465,1492.229,29344.334,73659.916,350812.172
2022-08-01,85033.262,189038.93,68896.917,968.602,1585.396,3376.09,23197.262,1407.228,14282.331,1444.441,24373.707,64704.969,348899.197
,,,,,,,,,,,,,
,190134.816,,,,,,,,,,,,
